Anaphylaxis	Disconnect	MinVolSet	VentMach	VentTube	VentLung	VentAlv	ArtCO2	TPR	StrokeVolume	InsuffAnesth	Shunt	FiO2	PVSat	SaO2	Catechol	HR	CO	BP	LVEDVolume	CVP	ErrCauter	ErrLowOutput	ExpCO2	HRBP	HREKG	HRSat	History	MinVol	PAP	PCWP	Press
False	False	Normal	Normal	Normal	Normal	Normal	Normal	High	Normal	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	High	Normal	Normal	False	False	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal
False	True	Normal	Normal	High	High	High	Low	High	Normal	False	Normal	Normal	High	High	High	High	High	High	Normal	Normal	False	True	Low	Normal	High	High	False	High	Normal	Normal	High
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Normal	True	Normal	Normal	Normal	Normal	High	High	High	Low	Normal	Normal	False	False	Normal	High	High	High	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Normal	False	Normal	Normal	Normal	Normal	High	High	Normal	Low	Normal	Normal	False	False	Normal	Normal	High	Low	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Low	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Low	Low	Low	False	False	Normal	Normal	Normal	Normal	False	Normal	Normal	Low	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	High	Normal	True	Normal	Normal	Normal	Normal	High	High	High	Normal	Normal	Normal	False	True	Normal	High	High	Low	False	Normal	Normal	Normal	High
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Normal	False	Normal	Normal	Normal	Normal	Normal	Low	Normal	Low	Normal	Normal	False	False	Normal	Low	Low	Low	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	High	High	True	Normal	Normal	Normal	Normal	High	High	High	High	Normal	Normal	False	False	Normal	High	High	High	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Low	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Low	Low	Low	False	True	Normal	Low	Normal	Normal	False	Normal	Normal	Low	Normal
False	True	Normal	Normal	Zero	Zero	Zero	High	High	Normal	False	Normal	Normal	Low	Low	High	High	Normal	High	Normal	Normal	False	False	Zero	High	High	High	False	Zero	Normal	Normal	Zero
False	False	Normal	Normal	Normal	High	High	Low	High	Low	False	Normal	Normal	High	High	Normal	Normal	Low	High	Low	Low	False	False	Low	Normal	Normal	Normal	False	High	Normal	Low	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal	Normal	Low	Low	Low	Normal	Normal	False	False	Normal	Low	Low	Normal	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Normal	False	Normal	Normal	Normal	Normal	High	High	High	Normal	Normal	Normal	False	False	Normal	High	High	High	False	High	Normal	Normal	Normal
False	True	Low	Low	Zero	Zero	Zero	High	High	Low	False	Normal	Normal	Low	Low	High	High	Low	Normal	Low	Low	False	False	Zero	High	High	High	True	Zero	Normal	Low	Zero
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	True	False	Normal	Normal	Low	High	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Normal	False	Normal	Normal	High	High	Normal	Normal	Normal	Low	Normal	Normal	False	False	Normal	Normal	Normal	Normal	False	Normal	High	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Low	High	Normal	Normal	False	High	Normal	Low	Low	High	High	High	High	Normal	Normal	False	False	High	High	High	High	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	False	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	High	Normal	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	False	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal
False	False	Low	Low	Low	Low	Low	High	High	Normal	False	High	Normal	Low	Low	High	High	High	Normal	Normal	Normal	False	False	High	High	High	High	False	Low	Normal	Normal	Zero
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	True	Normal	Normal	Normal	Normal	High	High	High	High	Normal	Normal	False	False	Normal	High	High	High	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	High	High	Zero	High	Normal	Normal	False	Normal	Normal	Low	Low	High	High	High	High	Normal	Normal	False	False	High	High	High	High	False	High	Normal	Normal	High
False	True	Normal	Normal	Zero	Zero	Zero	High	High	Low	True	Normal	Normal	Low	Low	High	High	Low	Low	High	Normal	True	False	Zero	High	High	Normal	False	Zero	Normal	High	Zero
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Low	Normal	Normal	False	False	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Normal	False	Normal	Normal	Normal	Normal	High	High	High	Low	Normal	Normal	False	False	Normal	High	High	High	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	High	Low	Low	False	Normal	Normal	Normal	Normal	High	High	Low	Low	Low	Low	False	False	High	Low	High	High	False	Normal	Normal	Low	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	High	Low	False	Normal	Normal	Normal	Normal	Normal	Normal	High	High	Low	Low	False	False	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Normal	True	Normal	Normal	Normal	Normal	High	High	High	Low	Low	Low	True	False	Normal	High	Normal	Low	False	Normal	Normal	Low	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Normal	False	Normal	Normal	High	High	Normal	Low	Low	Low	Normal	Normal	False	False	Normal	Low	Low	Low	False	Normal	Normal	Normal	Normal
False	True	Normal	Normal	Zero	Zero	Zero	High	Low	Normal	False	Normal	Normal	Low	Low	High	High	High	Low	High	High	False	False	Zero	High	High	High	True	Zero	Normal	High	Zero
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Low	False	Normal	Normal	Normal	Normal	High	High	Normal	Low	Low	Low	False	False	Normal	High	High	High	True	Normal	Normal	Low	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Low	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Low	Low	Low	False	False	Normal	Normal	High	Normal	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	High	Normal	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	High	Normal	Normal	False	False	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	True	Normal	Low	Normal	Normal	False	Normal	Low	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	High	Normal	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	True	False	Normal	Normal	Normal	High	False	Normal	Normal	Normal	Normal
False	False	Normal	High	High	High	Low	High	Low	Normal	False	High	Normal	Low	Low	High	High	High	Low	Normal	Normal	True	False	High	High	Low	Low	False	Normal	Normal	Normal	High
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	False	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	High	Normal	False	High	Normal	Normal	Low	High	High	High	Normal	Normal	Normal	False	False	Normal	High	High	High	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	True	Normal	Normal	Normal	Normal	High	High	High	High	Normal	Normal	False	False	Normal	High	High	High	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	True	Normal	Normal	Normal	Normal	High	High	High	High	High	Normal	False	False	Normal	High	High	High	False	Normal	Normal	High	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	High	Normal	Normal	Normal	Normal	Normal	Normal	False	True	Normal	Normal	Normal	Normal	False	Normal	High	Normal	Normal
False	False	Normal	Normal	Normal	Low	Low	High	High	Normal	False	Normal	Normal	Low	Low	High	High	High	High	Normal	Normal	False	False	High	High	High	High	False	Low	Normal	Normal	High
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	High	True	Normal	Normal	Normal	Normal	High	High	High	High	Normal	Normal	True	False	Normal	High	Normal	High	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	High	Low	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Normal	Low	Low	False	False	Normal	Normal	Normal	Normal	False	Normal	Normal	Low	Normal
False	False	Normal	Normal	Normal	Normal	Low	High	Normal	Normal	False	High	Normal	Low	Low	High	High	High	High	Normal	Normal	False	False	High	High	High	High	False	Normal	High	Normal	High
False	False	Normal	Normal	Normal	Low	Low	High	High	Normal	False	High	Normal	Low	Low	High	High	Normal	Normal	Normal	Normal	False	False	High	High	High	High	False	Low	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Normal	True	Normal	Normal	Normal	Normal	High	High	High	Low	Normal	Normal	False	False	Normal	High	High	High	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Normal	False	Normal	Normal	Normal	Normal	High	High	High	Low	Normal	Normal	False	False	Normal	High	High	High	False	Normal	Normal	Normal	Normal
False	False	Normal	Low	Low	High	High	Low	Low	Low	True	Normal	Normal	High	High	High	Normal	Low	Low	Low	Low	False	False	Low	Normal	Normal	Normal	True	High	Normal	Low	Low
False	False	Normal	Low	Low	Low	Low	High	Normal	Low	False	Normal	Normal	Low	Low	High	High	Low	Low	Low	Low	False	False	High	High	High	High	False	Low	Normal	Low	Low
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	False	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	True	Normal	Normal	Normal	Normal	High	High	High	High	Normal	Normal	False	False	Normal	High	High	High	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Low	High	Normal	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	False	Low	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal
False	True	Normal	Normal	Zero	Zero	Zero	High	High	Normal	False	Normal	Normal	Low	Low	High	High	High	High	High	High	False	False	Zero	High	High	High	False	Zero	Normal	High	Zero
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	False	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	High	Normal	Normal	Low	High	High	High	High	Normal	Normal	False	False	Normal	High	High	High	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	High	Normal	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	False	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Low	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Low	Low	Low	False	False	Normal	Normal	Normal	Normal	False	Normal	Normal	Low	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Normal	False	Normal	Normal	Normal	Normal	High	High	High	Low	High	High	False	False	Zero	High	High	High	False	Normal	Normal	High	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	True	Normal	Normal	Normal	Normal	High	High	High	High	Normal	Normal	False	False	Normal	High	High	High	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Low	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Low	Low	Low	False	False	Normal	Normal	Normal	Normal	True	Normal	Normal	Low	Normal
False	True	Normal	Normal	Zero	Zero	Zero	High	High	Normal	False	Normal	Normal	Low	Low	High	High	High	High	Normal	Normal	False	False	Zero	High	High	High	False	Zero	Low	Normal	Zero
False	False	Normal	Normal	Normal	Normal	Normal	Normal	High	Normal	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	High	Normal	Normal	False	False	Normal	Normal	Normal	Normal	False	High	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	False	Normal	Normal	Normal	Normal	False	Normal	Low	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Low	False	Normal	Normal	Normal	Normal	High	High	Low	Low	Low	Low	False	False	Normal	High	High	High	False	Normal	Normal	Low	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	High	Normal	False	Normal	Normal	Normal	Normal	High	High	High	High	Normal	Normal	False	False	Normal	High	High	High	False	Normal	Normal	Normal	Normal
False	False	High	High	High	High	High	Low	Normal	Normal	False	Normal	Normal	High	High	Normal	Normal	Normal	Normal	Normal	High	False	False	Low	Normal	Normal	Normal	False	High	Normal	Normal	High
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	True	Normal	Normal	Normal	Normal	High	High	High	Normal	Normal	Normal	False	False	Normal	High	High	High	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	High	Low	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Normal	Low	Low	False	False	Normal	Normal	Normal	Normal	True	Normal	Normal	Low	Normal
False	False	Normal	Normal	Normal	Zero	Zero	High	Low	Low	True	Normal	Normal	Low	Low	High	High	Normal	Low	Low	Low	False	False	Zero	High	High	High	False	Zero	Normal	Low	Low
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	False	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Low
False	False	Normal	Normal	Normal	Normal	Normal	Normal	High	Normal	False	Normal	Normal	Normal	Normal	High	High	High	High	Normal	Normal	True	False	Normal	High	High	High	False	Normal	Normal	Normal	Normal
False	True	Normal	Normal	Zero	Zero	Zero	High	High	Low	False	High	Normal	Low	Low	High	High	Low	Normal	Low	Low	False	False	Zero	High	High	High	False	Zero	Normal	Low	Zero
False	False	Normal	Normal	Normal	Zero	Zero	High	Low	Normal	False	Normal	Normal	Low	Low	High	High	High	Low	Normal	Normal	False	False	Zero	High	High	High	False	Zero	Normal	Normal	Low
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	True	Normal	Normal	Normal	Normal	High	High	High	Normal	Normal	Normal	False	False	Normal	High	High	High	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	High	Low	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Low	Low	Low	False	False	Normal	Normal	Normal	Normal	False	Normal	Normal	Low	Normal
False	True	Normal	Normal	Zero	Zero	Zero	High	Normal	Normal	False	Normal	Normal	Low	Low	High	Normal	Normal	Normal	Normal	Normal	False	False	Zero	Normal	Normal	Normal	False	Zero	Normal	Normal	Zero
False	False	Normal	Normal	Normal	Normal	Low	High	High	Low	False	High	Normal	Low	Low	High	High	Low	Low	Normal	Normal	False	False	High	High	High	High	False	Normal	Normal	Normal	High
False	False	Normal	Normal	Zero	Zero	Zero	High	High	High	False	Normal	Normal	Low	Low	High	High	High	Normal	Normal	Normal	False	False	Zero	High	High	High	False	Zero	Normal	Normal	Zero
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Low	False	Normal	Normal	Normal	Normal	High	High	Low	Low	Low	Low	False	False	Normal	High	High	High	False	Normal	Normal	Low	Normal
False	False	Normal	Normal	Normal	Zero	Zero	High	High	Normal	False	Normal	Normal	Low	Low	High	High	High	High	Normal	Normal	False	False	Zero	High	High	High	False	Zero	Normal	Normal	High
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Normal	False	Normal	Normal	Normal	Normal	High	High	High	Low	Normal	Normal	False	False	Normal	High	High	High	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Normal	False	Normal	Normal	Normal	Normal	High	High	High	Low	High	Normal	False	False	Normal	High	High	High	False	Normal	Normal	High	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Normal	False	False	Normal	Normal	Normal	Normal	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Zero	Zero	High	Low	Normal	False	Normal	Normal	Low	Low	High	High	High	Low	Normal	Normal	False	False	Zero	High	High	High	False	Zero	Normal	Normal	Low
False	False	Normal	Normal	Normal	Normal	Normal	High	Low	Normal	False	Normal	Normal	Normal	Normal	High	High	High	Low	Normal	Normal	False	False	High	High	High	High	False	Normal	Normal	Normal	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Normal	Low	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Low	High	High	False	False	Normal	Normal	Normal	Normal	False	Normal	Normal	High	Normal
False	False	Normal	Normal	Normal	Normal	Normal	High	High	Low	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Low	Low	Low	False	False	High	Normal	Normal	Normal	False	Normal	Normal	Low	Normal
False	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Low	False	Normal	Normal	Normal	Normal	High	High	Low	Low	Low	Low	False	False	Normal	High	High	High	True	Normal	Normal	Low	High
False	False	Low	Low	Low	Low	Low	High	High	Normal	True	Normal	Normal	Low	High	High	High	High	High	Normal	Normal	False	False	High	High	High	High	False	Low	Normal	Normal	Low
False	False	Normal	Normal	Normal	Normal	Normal	Normal	High	Low	False	Normal	Normal	Normal	Normal	Normal	Normal	Low	Normal	Low	Low	False	False	Normal	Normal	Normal	Normal	False	Normal	Normal	Low	Normal
